"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,102,"HKG","Hong Kong",99,"HKG","Hong Kong","HONG KONG",NA,"Xianggang",NA,"Hongkong",NA,"Hong-Kong ","Hong Kong ","<U+0413><U+043E><U+043D><U+043A><U+043E><U+043D><U+0433>","<U+0647><U+0648><U+0646><U+063A> <U+0643><U+0648><U+0646><U+063A>","<U+9999><U+6E2F> ",NA,NA,"China","HK",NA,"HK",344,"1900","Present",6859822,1092,6281.88827838828,"Eastern Asia","Asia",1,NA,NA,NA,NA,"High income: nonOECD","Debt not classified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
